i,k,v
1398,1815,-3.0
948,1816,2.0
954,1816,-2.0
1151,1816,-3.0
1152,1816,3.0
1190,1816,1.0
1200,1816,-1.0
1209,1817,1.0
1210,1817,-1.0
538,1818,-1.0
954,1818,1.0
1210,1818,1.0
1211,1818,-1.0
1600,1818,1.0
954,1819,1.0
1207,1819,1.0
1213,1819,-2.0
1600,1819,1.0
954,1820,1.0
1207,1820,-1.0
1208,1820,1.0
1213,1820,-1.0
1600,1820,1.0
954,1821,1.0
1208,1821,-1.0
1211,1821,1.0
1213,1821,-1.0
1600,1821,1.0
304,1822,-1.0
429,1822,1.0
532,1822,1.0
1405,1822,-1.0
1212,1823,-1.0
1213,1823,1.0
840,1824,-1.0
853,1824,1.0
952,1824,1.0
1606,1824,1.0
1615,1824,-1.0
429,1825,-1.0
840,1825,1.0
952,1825,1.0
1606,1825,1.0
1609,1825,-1.0
853,1826,-1.0
952,1826,1.0
1212,1826,1.0
1606,1826,1.0
1609,1826,-1.0
1218,1827,-1.0
1219,1827,1.0
1215,1828,-1.0
1216,1828,1.0
1214,1829,1.0
1216,1829,-1.0
529,1830,1.0
952,1830,-1.0
1220,1830,-1.0
1394,1830,1.0
144,1831,-1.0
532,1831,-1.0
765,1831,1.0
1347,1831,1.0
487,1832,-1.0
514,1832,1.0
952,1832,1.0
1240,1832,-1.0
1331,1832,1.0
1226,1833,-1.0
1227,1833,1.0
1229,1834,-1.0
1230,1834,1.0
1232,1835,-1.0
1233,1835,1.0
770,1836,-1.0
1025,1836,-5.0
1234,1836,1.0
1350,1836,5.0
1236,1837,1.0
1237,1837,-1.0
369,1838,1.0
882,1838,-1.0
1238,1838,-1.0
1330,1838,1.0
149,1839,-1.0
153,1839,1.0
365,1839,1.0
397,1839,-1.0
952,1839,1.0
150,1840,-1.0
152,1840,1.0
365,1840,1.0
397,1840,-1.0
952,1840,1.0
171,1841,-1.0
250,1841,1.0
529,1841,1.0
952,1841,-1.0
151,1842,1.0
152,1842,-1.0
1214,1842,-0.5
151,1843,1.0
152,1843,-1.0
354,1843,2.0
459,1843,-2.0
946,1843,-3.0
952,1843,3.0
1183,1843,-1.0
1184,1843,1.0
1331,1843,2.0
529,1844,1.0
952,1844,-1.0
1243,1844,-1.0
1622,1844,1.0
150,1845,1.0
153,1845,-1.0
1214,1845,-0.5
150,1846,1.0
153,1846,-1.0
354,1846,2.0
459,1846,-2.0
946,1846,-3.0
952,1846,3.0
1183,1846,-1.0
1184,1846,1.0
1331,1846,2.0
243,1847,1.0
946,1847,-1.0
1239,1847,-1.0
154,1848,1.0
226,1848,-1.0
529,1848,1.0
952,1848,-1.0
149,1849,1.0
154,1849,-1.0
1214,1849,-0.5
149,1850,1.0
154,1850,-1.0
354,1850,2.0
459,1850,-2.0
946,1850,-3.0
952,1850,3.0
1183,1850,-1.0
1184,1850,1.0
1331,1850,2.0
529,1851,1.0
952,1851,-1.0
1240,1851,-1.0
1386,1851,1.0
354,1852,1.0
459,1852,-1.0
946,1852,-1.0
952,1852,1.0
1240,1852,1.0
1242,1852,-1.0
1331,1852,1.0
1241,1853,-1.0
1242,1853,1.0
952,1854,2.0
954,1854,-2.0
1244,1854,1.0
1246,1854,-1.0
1245,1855,-1.0
1246,1855,1.0
1243,1856,-1.0
1244,1856,1.0
1350,1856,-1.0
1372,1856,1.0
487,1857,1.0
1247,1857,1.0
1248,1857,-1.0
1331,1857,-1.0
369,1858,-1.0
529,1858,1.0
952,1858,-1.0
1460,1858,1.0
1508,1858,-1.0
53,1859,-1.0
882,1859,1.0
946,1859,-2.0
952,1859,1.0
1183,1859,-1.0
1184,1859,1.0
53,1860,-1.0
952,1860,-2.0
1185,1860,1.0
1186,1860,-1.0
1365,1860,1.0
354,1861,1.0
459,1861,-1.0
946,1861,-1.0
952,1861,1.0
1249,1861,-1.0
1250,1861,1.0
1331,1861,1.0
354,1862,1.0
459,1862,-1.0
946,1862,-1.0
952,1862,1.0
1251,1862,-1.0
1252,1862,1.0
1331,1862,1.0
354,1863,1.0
459,1863,-1.0
946,1863,-1.0
952,1863,1.0
1253,1863,-1.0
1254,1863,1.0
1331,1863,1.0
354,1864,1.0
459,1864,-1.0
946,1864,-1.0
952,1864,1.0
1255,1864,-1.0
1256,1864,1.0
1331,1864,1.0
354,1865,1.0
459,1865,-1.0
946,1865,-1.0
952,1865,1.0
1257,1865,-1.0
1258,1865,1.0
1331,1865,1.0
354,1866,1.0
459,1866,-1.0
946,1866,-1.0
952,1866,1.0
1259,1866,-1.0
1260,1866,1.0
1331,1866,1.0
354,1867,1.0
459,1867,-1.0
946,1867,-1.0
952,1867,1.0
1261,1867,-1.0
1262,1867,1.0
1331,1867,1.0
952,1868,1.0
954,1868,-1.0
1264,1868,1.0
1266,1868,-1.0
1265,1869,-1.0
1266,1869,1.0
400,1870,1.0
459,1870,-1.0
532,1870,-1.0
1263,1870,-1.0
1318,1870,1.0
1350,1870,1.0
372,1871,-1.0
400,1871,1.0
459,1871,-1.0
952,1871,1.0
1269,1871,-1.0
1336,1871,1.0
1350,1871,1.0
2,1872,1.0
946,1872,-1.0
1249,1872,-1.0
1331,1872,1.0
3,1873,1.0
948,1873,-1.0
1250,1873,-1.0
1333,1873,1.0
4,1874,1.0
946,1874,-1.0
1251,1874,-1.0
1331,1874,1.0
5,1875,1.0
948,1875,-1.0
1252,1875,-1.0
1333,1875,1.0
6,1876,1.0
946,1876,-1.0
1253,1876,-1.0
1331,1876,1.0
7,1877,1.0
948,1877,-1.0
1254,1877,-1.0
1333,1877,1.0
8,1878,1.0
946,1878,-1.0
1255,1878,-1.0
1331,1878,1.0
9,1879,1.0
948,1879,-1.0
1256,1879,-1.0
1333,1879,1.0
10,1880,1.0
946,1880,-1.0
1257,1880,-1.0
1331,1880,1.0
11,1881,1.0
948,1881,-1.0
1258,1881,-1.0
1333,1881,1.0
12,1882,1.0
946,1882,-1.0
1259,1882,-1.0
1331,1882,1.0
13,1883,1.0
948,1883,-1.0
1260,1883,-1.0
1333,1883,1.0
14,1884,1.0
946,1884,-1.0
1261,1884,-1.0
1331,1884,1.0
15,1885,1.0
948,1885,-1.0
1262,1885,-1.0
1333,1885,1.0
1595,1886,1.0
1601,1886,-1.0
1620,1886,-1.0
1622,1886,1.0
952,1887,2.0
1270,1887,1.0
1271,1887,-1.0
1451,1887,1.0
1531,1887,1.0
1532,1887,-1.0
921,1888,1.0
922,1888,-1.0
952,1888,2.0
1270,1888,1.0
1271,1888,-1.0
1451,1888,1.0
400,1889,1.0
479,1889,-1.0
946,1889,-1.0
952,1889,1.0
304,1890,1.0
529,1890,1.0
532,1890,-1.0
1183,1890,-1.0
1184,1890,1.0
1394,1890,-1.0
952,1891,1.0
1183,1891,-1.0
1184,1891,1.0
1272,1891,-1.0
1391,1891,1.0
943,1892,1.0
1214,1892,-1.0
1272,1892,-1.0
1391,1892,1.0
529,1893,1.0
692,1893,-1.0
946,1893,2.0
952,1893,1.0
1183,1893,-1.0
1184,1893,1.0
1272,1893,1.0
1330,1893,-1.0
1331,1893,1.0
946,1894,-1.0
1272,1894,-1.0
1331,1894,1.0
1393,1894,1.0
354,1895,1.0
459,1895,-1.0
946,1895,-1.0
952,1895,1.0
1273,1895,-1.0
1274,1895,1.0
1331,1895,1.0
354,1896,1.0
459,1896,-1.0
946,1896,-1.0
952,1896,1.0
1275,1896,-1.0
1276,1896,1.0
1331,1896,1.0
354,1897,1.0
459,1897,-1.0
946,1897,-1.0
952,1897,1.0
1277,1897,-1.0
1278,1897,1.0
1331,1897,1.0
354,1898,1.0
459,1898,-1.0
946,1898,-1.0
952,1898,1.0
1279,1898,-1.0
1280,1898,1.0
1331,1898,1.0
354,1899,1.0
459,1899,-1.0
946,1899,-1.0
952,1899,1.0
1281,1899,-1.0
1282,1899,1.0
1331,1899,1.0
354,1900,1.0
459,1900,-1.0
946,1900,-1.0
952,1900,1.0
1283,1900,-1.0
1284,1900,1.0
1331,1900,1.0
354,1901,1.0
459,1901,-1.0
946,1901,-1.0
952,1901,1.0
1285,1901,-1.0
1286,1901,1.0
1331,1901,1.0
945,1902,1.0
948,1902,-1.0
1190,1902,1.0
1216,1902,-1.0
1266,1902,1.0
1288,1902,-1.0
1287,1903,-1.0
1288,1903,1.0
253,1904,-1.0
952,1904,1.0
1183,1904,-1.0
1184,1904,1.0
1238,1904,1.0
11,1905,1.0
702,1905,1.0
1063,1905,-1.0
1282,1905,-1.0
15,1906,1.0
702,1906,1.0
1063,1906,-1.0
1286,1906,-1.0
354,1907,1.0
459,1907,-1.0
716,1907,-1.0
726,1907,1.0
952,1907,1.0
354,1908,1.0
459,1908,-1.0
952,1908,1.0
1483,1908,-1.0
1484,1908,1.0
304,1909,1.0
532,1909,-1.0
765,1909,1.0
1394,1909,-1.0
354,1910,1.0
459,1910,-1.0
946,1910,-1.0
952,1910,1.0
1290,1910,-1.0
1291,1910,1.0
1331,1910,1.0
354,1911,1.0
459,1911,-1.0
946,1911,-1.0
952,1911,1.0
1292,1911,-1.0
1293,1911,1.0
1331,1911,1.0
354,1912,1.0
459,1912,-1.0
946,1912,-1.0
952,1912,1.0
1294,1912,-1.0
1295,1912,1.0
1331,1912,1.0
354,1913,1.0
459,1913,-1.0
946,1913,-1.0
952,1913,1.0
1296,1913,-1.0
1297,1913,1.0
1331,1913,1.0
354,1914,1.0
459,1914,-1.0
946,1914,-1.0
952,1914,1.0
1298,1914,-1.0
1299,1914,1.0
1331,1914,1.0
354,1915,1.0
459,1915,-1.0
946,1915,-1.0
952,1915,1.0
1300,1915,-1.0
1301,1915,1.0
1331,1915,1.0
354,1916,1.0
459,1916,-1.0
946,1916,-1.0
952,1916,1.0
1302,1916,-1.0
1303,1916,1.0
1331,1916,1.0
833,1917,-1.0
834,1917,1.0
228,1918,-1.0
229,1918,1.0
952,1918,1.0
1183,1918,-1.0
1184,1918,1.0
716,1919,1.0
806,1919,-1.0
22,1920,1.0
228,1920,-1.0
354,1920,1.0
459,1920,-1.0
275,1921,1.0
276,1921,-1.0
946,1921,-1.0
952,1921,1.0
157,1922,-1.0
908,1922,1.0
946,1922,-1.0
1331,1922,1.0
156,1923,-1.0
228,1923,1.0
787,1924,-1.0
806,1924,1.0
354,1925,1.0
459,1925,-1.0
946,1925,-1.0
952,1925,1.0
1304,1925,-1.0
1305,1925,1.0
1331,1925,1.0
354,1926,1.0
459,1926,-1.0
946,1926,-1.0
952,1926,1.0
1306,1926,-1.0
1307,1926,1.0
1331,1926,1.0
354,1927,1.0
459,1927,-1.0
946,1927,-1.0
952,1927,1.0
1308,1927,-1.0
1309,1927,1.0
1331,1927,1.0
354,1928,1.0
459,1928,-1.0
946,1928,-1.0
952,1928,1.0
1310,1928,-1.0
1311,1928,1.0
1331,1928,1.0
354,1929,1.0
459,1929,-1.0
946,1929,-1.0
952,1929,1.0
1312,1929,-1.0
1313,1929,1.0
1331,1929,1.0
354,1930,1.0
459,1930,-1.0
946,1930,-1.0
952,1930,1.0
1314,1930,-1.0
1315,1930,1.0
1331,1930,1.0
354,1931,1.0
459,1931,-1.0
946,1931,-1.0
952,1931,1.0
1316,1931,-1.0
1317,1931,1.0
1331,1931,1.0
946,1932,-1.0
1290,1932,1.0
1304,1932,-1.0
1331,1932,1.0
948,1933,-1.0
1291,1933,1.0
1305,1933,-1.0
1333,1933,1.0
946,1934,-1.0
1292,1934,1.0
1306,1934,-1.0
1331,1934,1.0
948,1935,-1.0
1293,1935,1.0
1307,1935,-1.0
1333,1935,1.0
946,1936,-1.0
1294,1936,1.0
1308,1936,-1.0
1331,1936,1.0
948,1937,-1.0
1295,1937,1.0
1309,1937,-1.0
1333,1937,1.0
946,1938,-1.0
1296,1938,1.0
1310,1938,-1.0
1331,1938,1.0
948,1939,-1.0
1297,1939,1.0
1311,1939,-1.0
1333,1939,1.0
946,1940,-1.0
1298,1940,1.0
1312,1940,-1.0
1331,1940,1.0
948,1941,-1.0
1299,1941,1.0
1313,1941,-1.0
1333,1941,1.0
946,1942,-1.0
1300,1942,1.0
1314,1942,-1.0
1331,1942,1.0
948,1943,-1.0
1301,1943,1.0
1315,1943,-1.0
1333,1943,1.0
946,1944,-1.0
1302,1944,1.0
1316,1944,-1.0
1331,1944,1.0
948,1945,-1.0
1303,1945,1.0
1317,1945,-1.0
1333,1945,1.0
494,1946,-1.0
526,1946,1.0
899,1946,-1.0
952,1946,1.0
1304,1946,1.0
500,1947,-1.0
526,1947,1.0
899,1947,-1.0
952,1947,1.0
1306,1947,1.0
499,1948,-1.0
526,1948,1.0
899,1948,-1.0
952,1948,1.0
1308,1948,1.0
496,1949,-1.0
526,1949,1.0
899,1949,-1.0
952,1949,1.0
1310,1949,1.0
495,1950,-1.0
526,1950,1.0
899,1950,-1.0
952,1950,1.0
1312,1950,1.0
498,1951,-1.0
526,1951,1.0
899,1951,-1.0
952,1951,1.0
1314,1951,1.0
497,1952,-1.0
526,1952,1.0
899,1952,-1.0
952,1952,1.0
1316,1952,1.0
354,1953,1.0
459,1953,-1.0
946,1953,-1.0
952,1953,1.0
1322,1953,-1.0
1324,1953,1.0
1331,1953,1.0
1323,1954,1.0
1324,1954,-1.0
369,1955,-1.0
882,1955,1.0
1319,1955,-1.0
1329,1955,1.0
400,1956,1.0
459,1956,-1.0
1319,1956,-1.0
1325,1956,1.0
1350,1956,1.0
1550,1956,-1.0
952,1957,1.0
954,1957,-1.0
1319,1957,1.0
1321,1957,-1.0
1320,1958,-1.0
1321,1958,1.0
948,1959,-6.0
1021,1959,1.0
1135,1959,-1.0
1333,1959,6.0
952,1960,1.0
954,1960,-1.0
1331,1960,1.0
1333,1960,-1.0
1332,1961,-1.0
1333,1961,1.0
354,1962,1.0
459,1962,-1.0
946,1962,-1.0
952,1962,1.0
1331,1962,2.0
1333,1962,-1.0
118,1963,1.0
617,1963,1.0
948,1963,-1.0
1250,1963,-1.0
162,1964,1.0
948,1964,-1.0
1252,1964,-1.0
1567,1964,1.0
160,1965,1.0
948,1965,-1.0
1254,1965,-1.0
1570,1965,1.0
136,1966,1.0
948,1966,-1.0
961,1966,1.0
1256,1966,-1.0
134,1967,1.0
948,1967,-1.0
964,1967,1.0
1258,1967,-1.0
148,1968,1.0
948,1968,-1.0
1227,1968,1.0
1260,1968,-1.0
146,1969,1.0
948,1969,-1.0
1230,1969,1.0
1262,1969,-1.0
85,1970,1.0
617,1970,1.0
948,1970,-1.0
954,1970,1.0
1274,1970,-1.0
87,1971,1.0
948,1971,-1.0
954,1971,1.0
1276,1971,-1.0
1567,1971,1.0
89,1972,1.0
948,1972,-1.0
954,1972,1.0
1278,1972,-1.0
1570,1972,1.0
91,1973,1.0
948,1973,-1.0
954,1973,1.0
961,1973,1.0
1280,1973,-1.0
93,1974,1.0
948,1974,-1.0
954,1974,1.0
964,1974,1.0
1282,1974,-1.0
95,1975,1.0
948,1975,-1.0
954,1975,1.0
1227,1975,1.0
1284,1975,-1.0
97,1976,1.0
948,1976,-1.0
954,1976,1.0
1230,1976,1.0
1286,1976,-1.0
99,1977,1.0
617,1977,1.0
948,1977,-1.0
954,1977,1.0
1291,1977,-1.0
101,1978,1.0
948,1978,-1.0
954,1978,1.0
1293,1978,-1.0
1567,1978,1.0
103,1979,1.0
948,1979,-1.0
954,1979,1.0
1295,1979,-1.0
1570,1979,1.0
105,1980,1.0
948,1980,-1.0
954,1980,1.0
961,1980,1.0
1297,1980,-1.0
107,1981,1.0
948,1981,-1.0
954,1981,1.0
964,1981,1.0
1299,1981,-1.0
109,1982,1.0
948,1982,-1.0
954,1982,1.0
1227,1982,1.0
1301,1982,-1.0
111,1983,1.0
948,1983,-1.0
954,1983,1.0
1230,1983,1.0
1303,1983,-1.0
44,1984,1.0
617,1984,1.0
948,1984,-1.0
954,1984,1.0
1250,1984,-1.0
57,1985,1.0
948,1985,-1.0
954,1985,1.0
1252,1985,-1.0
1567,1985,1.0
55,1986,1.0
948,1986,-1.0
954,1986,1.0
1254,1986,-1.0
1570,1986,1.0
48,1987,1.0
948,1987,-1.0
954,1987,1.0
961,1987,1.0
1256,1987,-1.0
46,1988,1.0
948,1988,-1.0
954,1988,1.0
964,1988,1.0
1258,1988,-1.0
52,1989,1.0
948,1989,-1.0
954,1989,1.0
1227,1989,1.0
1260,1989,-1.0
50,1990,1.0
948,1990,-1.0
954,1990,1.0
1230,1990,1.0
1262,1990,-1.0
29,1991,1.0
617,1991,1.0
948,1991,-1.0
954,1991,1.0
1274,1991,-1.0
30,1992,1.0
948,1992,-1.0
954,1992,1.0
1276,1992,-1.0
1567,1992,1.0
31,1993,1.0
948,1993,-1.0
954,1993,1.0
1278,1993,-1.0
1570,1993,1.0
32,1994,1.0
948,1994,-1.0
954,1994,1.0
961,1994,1.0
1280,1994,-1.0
33,1995,1.0
948,1995,-1.0
954,1995,1.0
964,1995,1.0
1282,1995,-1.0
34,1996,1.0
948,1996,-1.0
954,1996,1.0
1227,1996,1.0
1284,1996,-1.0
35,1997,1.0
948,1997,-1.0
954,1997,1.0
1230,1997,1.0
1286,1997,-1.0
36,1998,1.0
617,1998,1.0
948,1998,-1.0
954,1998,1.0
1291,1998,-1.0
37,1999,1.0
948,1999,-1.0
954,1999,1.0
1293,1999,-1.0
1567,1999,1.0
38,2000,1.0
948,2000,-1.0
954,2000,1.0
1295,2000,-1.0
1570,2000,1.0
39,2001,1.0
948,2001,-1.0
954,2001,1.0
961,2001,1.0
1297,2001,-1.0
40,2002,1.0
948,2002,-1.0
954,2002,1.0
964,2002,1.0
1299,2002,-1.0
41,2003,1.0
948,2003,-1.0
954,2003,1.0
1227,2003,1.0
1301,2003,-1.0
42,2004,1.0
948,2004,-1.0
954,2004,1.0
1230,2004,1.0
1303,2004,-1.0
1100,2005,-1.0
1101,2005,1.0
256,2006,1.0
259,2006,-1.0
946,2006,-1.0
1331,2006,1.0
139,2007,1.0
241,2007,-1.0
354,2007,1.0
459,2007,-1.0
254,2008,1.0
354,2008,1.0
459,2008,-1.0
952,2008,1.0
1336,2008,-1.0
1177,2009,1.0
1179,2009,-1.0
1336,2009,1.0
1338,2009,-1.0
1337,2010,-1.0
1338,2010,1.0
294,2011,1.0
529,2011,1.0
946,2011,-1.0
1394,2011,-1.0
1397,2011,-1.0
1398,2011,1.0
946,2012,-1.0
952,2012,1.0
1331,2012,2.0
1350,2012,-1.0
946,2013,-1.0
952,2013,1.0
1331,2013,1.0
1350,2013,1.0
1353,2013,-1.0
354,2014,-1.0
459,2014,1.0
1339,2014,1.0
1345,2014,-1.0
1343,2015,-1.0
1344,2015,1.0
1342,2016,-1.0
1344,2016,1.0
1177,2017,1.0
1179,2017,-1.0
1339,2017,1.0
1341,2017,-1.0
1340,2018,-1.0
1341,2018,1.0
258,2019,-2.0
946,2019,2.0
952,2019,1.0
1346,2019,1.0
529,2020,-1.0
946,2020,-1.0
952,2020,1.0
1220,2020,1.0
1289,2020,-1.0
1331,2020,1.0
255,2021,-1.0
529,2021,1.0
952,2021,-1.0
1268,2021,1.0
354,2022,1.0
459,2022,-1.0
529,2022,1.0
1220,2022,-1.0
1289,2022,1.0
1339,2023,1.0
1347,2023,-1.0
1465,2023,-1.0
1468,2023,1.0
845,2024,1.0
946,2024,-1.0
1348,2024,-1.0
1350,2024,1.0
354,2025,1.0
459,2025,-1.0
1350,2025,-1.0
1353,2025,1.0
354,2026,1.0
459,2026,-1.0
1331,2026,-1.0
1350,2026,1.0
1401,2027,-1.0
1402,2027,1.0
130,2028,-1.0
131,2028,1.0
254,2029,-1.0
255,2029,1.0
526,2029,1.0
563,2029,-1.0
579,2029,-1.0
952,2029,1.0
1350,2029,1.0
166,2030,1.0
529,2030,1.0
1183,2030,-1.0
1184,2030,1.0
1349,2030,-1.0
529,2031,1.0
946,2031,1.0
952,2031,-1.0
1329,2031,1.0
1349,2031,-1.0
946,2032,3.0
1214,2032,-1.5
1351,2032,1.0
1352,2032,-1.0
784,2033,-3.0
1351,2033,1.0
1352,2033,-1.0
1465,2033,3.0
501,2034,1.0
952,2034,-1.0
1183,2034,1.0
1184,2034,-1.0
1214,2034,-1.0
1354,2034,-1.0
952,2035,1.0
954,2035,-1.0
1354,2035,1.0
1356,2035,-1.0
1355,2036,-1.0
1356,2036,1.0
400,2037,1.0
459,2037,-1.0
946,2037,-1.0
952,2037,2.0
1289,2037,1.0
1331,2037,1.0
1394,2037,-1.0
941,2038,1.0
948,2038,-1.0
1333,2038,1.0
1358,2038,-1.0
1357,2039,-1.0
1358,2039,1.0
354,2040,1.0
459,2040,-1.0
839,2040,1.0
888,2040,-1.0
952,2040,1.0
1331,2040,1.0
1359,2040,-1.0
354,2041,1.0
368,2041,1.0
459,2041,-1.0
768,2041,-1.0
952,2041,2.0
1331,2041,1.0
115,2042,1.0
1360,2042,-1.0
946,2043,-1.0
1361,2043,-1.0
1363,2043,1.0
77,2044,1.0
257,2044,-1.0
354,2044,1.0
453,2044,-1.0
459,2044,-1.0
952,2044,1.0
1331,2044,1.0
946,2045,-1.0
952,2045,1.0
1350,2045,1.0
1361,2045,1.0
1362,2045,-1.0
354,2046,1.0
459,2046,-1.0
759,2046,-1.0
768,2046,1.0
874,2046,-1.0
882,2046,1.0
946,2046,-1.0
952,2046,1.0
1331,2046,1.0
1363,2047,-1.0
1364,2047,1.0
53,2048,1.0
719,2048,-1.0
720,2048,1.0
952,2048,1.0
1365,2048,-1.0
354,2049,1.0
459,2049,-1.0
946,2049,-1.0
952,2049,1.0
1331,2049,1.0
1368,2049,1.0
1370,2049,-1.0
1369,2050,-1.0
1370,2050,1.0
400,2051,1.0
459,2051,-1.0
1350,2051,1.0
1365,2051,-1.0
1371,2051,1.0
1551,2051,-1.0
354,2052,1.0
459,2052,-1.0
946,2052,-1.0
952,2052,1.0
1331,2052,1.0
1365,2052,1.0
1367,2052,-1.0
952,2053,1.0
954,2053,-1.0
1365,2053,1.0
1367,2053,-1.0
1177,2054,1.0
1179,2054,-1.0
1365,2054,1.0
1367,2054,-1.0
1366,2055,-1.0
1367,2055,1.0
400,2056,1.0
459,2056,-1.0
952,2056,1.0
1372,2056,1.0
1402,2056,-1.0
952,2057,1.0
954,2057,-1.0
1380,2057,1.0
1382,2057,-1.0
1381,2058,-1.0
1382,2058,1.0
230,2059,1.0
1289,2059,-1.0
1331,2059,1.0
1442,2059,-1.0
529,2060,1.0
952,2060,-1.0
1273,2060,1.0
1373,2060,-1.0
529,2061,1.0
952,2061,-1.0
1275,2061,1.0
1374,2061,-1.0
529,2062,1.0
952,2062,-1.0
1277,2062,1.0
1375,2062,-1.0
529,2063,1.0
952,2063,-1.0
1279,2063,1.0
1376,2063,-1.0
529,2064,1.0
952,2064,-1.0
1281,2064,1.0
1377,2064,-1.0
529,2065,1.0
952,2065,-1.0
1283,2065,1.0
1378,2065,-1.0
529,2066,1.0
952,2066,-1.0
1285,2066,1.0
1379,2066,-1.0
229,2067,-1.0
369,2067,1.0
882,2067,-1.0
1383,2067,1.0
1384,2068,-1.0
1385,2068,1.0
946,2069,-1.0
1331,2069,1.0
1383,2069,-1.0
1435,2069,1.0
948,2070,-1.0
1333,2070,1.0
1385,2070,-1.0
1437,2070,1.0
494,2071,-1.0
526,2071,1.0
952,2071,1.0
1373,2071,1.0
1435,2071,-1.0
500,2072,-1.0
526,2072,1.0
952,2072,1.0
1374,2072,1.0
1435,2072,-1.0
499,2073,-1.0
526,2073,1.0
952,2073,1.0
1375,2073,1.0
1435,2073,-1.0
496,2074,-1.0
526,2074,1.0
952,2074,1.0
1376,2074,1.0
1435,2074,-1.0
495,2075,-1.0
526,2075,1.0
952,2075,1.0
1377,2075,1.0
1435,2075,-1.0
498,2076,-1.0
526,2076,1.0
952,2076,1.0
1378,2076,1.0
1435,2076,-1.0
497,2077,-1.0
526,2077,1.0
952,2077,1.0
1379,2077,1.0
1435,2077,-1.0
532,2078,1.0
1331,2078,-1.0
1345,2078,1.0
1347,2078,-1.0
304,2079,-1.0
342,2079,1.0
532,2079,1.0
1331,2079,-1.0
948,2080,-1.0
1333,2080,1.0
1511,2080,1.0
1513,2080,-1.0
459,2081,-1.0
662,2081,1.0
952,2081,-1.0
1268,2081,-1.0
1350,2081,1.0
1240,2082,-1.0
1242,2082,1.0
1386,2082,1.0
1388,2082,-1.0
237,2083,1.0
369,2083,-1.0
882,2083,1.0
1386,2083,-1.0
354,2084,1.0
459,2084,-1.0
946,2084,-1.0
952,2084,1.0
1331,2084,1.0
1386,2084,1.0
1388,2084,-1.0
952,2085,1.0
954,2085,-1.0
1386,2085,1.0
1388,2085,-1.0
1387,2086,-1.0
1388,2086,1.0
343,2087,1.0
346,2087,-1.0
1331,2087,-1.0
1401,2087,1.0
130,2088,1.0
343,2088,1.0
587,2088,-1.0
1331,2088,-1.0
923,2089,-1.0
936,2089,1.0
1331,2089,-1.0
1401,2089,1.0
130,2090,1.0
623,2090,-1.0
936,2090,1.0
1331,2090,-1.0
996,2091,1.0
1022,2091,-1.0
1331,2091,-1.0
1401,2091,1.0
130,2092,1.0
645,2092,-1.0
996,2092,1.0
1331,2092,-1.0
1331,2093,-1.0
1401,2093,1.0
1646,2093,1.0
1654,2093,-1.0
943,2094,1.0
946,2094,-1.0
1188,2094,1.0
1214,2094,-1.0
1389,2094,-1.0
1391,2094,1.0
354,2095,1.0
459,2095,-1.0
952,2095,1.0
1389,2095,1.0
1390,2095,-1.0
354,2096,1.0
459,2096,-1.0
952,2096,1.0
1391,2096,1.0
1392,2096,-1.0
354,2097,1.0
459,2097,-1.0
952,2097,1.0
1272,2097,1.0
1393,2097,-1.0
946,2098,-1.0
1331,2098,1.0
1391,2098,-1.0
1392,2098,1.0
354,2099,-1.0
459,2099,1.0
952,2099,-1.0
1289,2099,-1.0
1394,2099,1.0
1331,2100,-1.0
1401,2100,1.0
1630,2100,1.0
1638,2100,-1.0
952,2101,1.0
954,2101,-1.0
1394,2101,1.0
1396,2101,-1.0
1395,2102,-1.0
1396,2102,1.0
952,2103,2.0
1214,2103,-2.0
1217,2103,2.0
1397,2103,1.0
1398,2103,-1.0
952,2104,2.0
1151,2104,-1.0
1152,2104,1.0
1214,2104,-2.0
1217,2104,2.0
630,2105,-1.0
946,2105,2.0
1000,2105,-1.0
1331,2105,1.0
1399,2105,1.0
354,2106,1.0
459,2106,-1.0
1372,2106,1.0
1400,2106,-1.0
354,2107,1.0
459,2107,-1.0
952,2107,1.0
1400,2107,1.0
1401,2107,-1.0
946,2108,-1.0
1331,2108,1.0
1402,2108,-1.0
1410,2108,1.0
948,2109,-1.0
1333,2109,1.0
1404,2109,-1.0
1412,2109,1.0
1403,2110,-1.0
1404,2110,1.0
354,2111,1.0
459,2111,-1.0
763,2111,1.0
952,2111,1.0
1413,2111,-1.0
256,2112,-1.0
597,2112,-1.0
651,2112,1.0
946,2112,2.0
1331,2112,1.0
256,2113,1.0
651,2113,-2.0
1413,2113,1.0
354,2114,1.0
459,2114,-1.0
952,2114,1.0
1402,2114,1.0
1410,2114,-1.0
354,2115,1.0
459,2115,-1.0
952,2115,1.0
1407,2115,-1.0
1420,2115,1.0
1420,2116,-1.0
1657,2116,1.0
677,2117,1.0
679,2117,-1.0
952,2117,1.0
1003,2117,1.0
1041,2117,-1.0
640,2118,1.0
958,2118,1.0
1409,2118,-1.0
354,2119,1.0
459,2119,-1.0
946,2119,-1.0
952,2119,1.0
1331,2119,1.0
1410,2119,1.0
1412,2119,-1.0
1411,2120,-1.0
1412,2120,1.0
1415,2121,1.0
1416,2121,-1.0
354,2122,1.0
459,2122,-1.0
952,2122,1.0
1414,2122,1.0
1415,2122,-1.0
1417,2123,-1.0
1418,2123,1.0
952,2124,1.0
954,2124,-1.0
1416,2124,1.0
1418,2124,-1.0
630,2125,1.0
1049,2125,1.0
1414,2125,-1.0
