i,k,s,rxn,met
8,23,-1.0,HPYRR2x,h_c
10,23,-1.0,HPYRR2x,nadh_c
81,23,-1.0,HPYRR2x,hpyr_c
82,23,1.0,HPYRR2x,glyc_S_c
7,24,1.0,HPYRRx,nad_c
8,24,-1.0,HPYRRx,h_c
10,24,-1.0,HPYRRx,nadh_c
79,24,1.0,HPYRRx,glyc_R_c
81,24,-1.0,HPYRRx,hpyr_c
8,25,1.0,BDMT_cho,h_c
88,25,-1.0,BDMT_cho,chito2pdol_c
89,25,-1.0,BDMT_cho,gdpmann_c
90,25,1.0,BDMT_cho,mpdol_c
91,25,1.0,BDMT_cho,gdp_c
2,26,1.0,DOLASNTer,h_r
69,26,1.0,DOLASNTer,doldp_r
92,26,-1.0,DOLASNTer,g3m8mpdol_r
93,26,-1.0,DOLASNTer,Asn_X_Ser_Thr_r
94,26,1.0,DOLASNTer,g3m8masn_r
2,27,1.0,DOLPGT1er,h_r
60,27,1.0,DOLPGT1er,dolp_r
95,27,-1.0,DOLPGT1er,m8mpdol_r
96,27,-1.0,DOLPGT1er,dolglcp_r
97,27,1.0,DOLPGT1er,g1m8mpdol_r
2,28,1.0,DOLPGT2er,h_r
60,28,1.0,DOLPGT2er,dolp_r
96,28,-1.0,DOLPGT2er,dolglcp_r
97,28,-1.0,DOLPGT2er,g1m8mpdol_r
98,28,1.0,DOLPGT2er,g2m8mpdol_r
2,29,1.0,DOLPGT3er,h_r
60,29,1.0,DOLPGT3er,dolp_r
92,29,1.0,DOLPGT3er,g3m8mpdol_r
96,29,-1.0,DOLPGT3er,dolglcp_r
98,29,-1.0,DOLPGT3er,g2m8mpdol_r
2,30,1.0,DOLPMT1er,h_r
58,30,-1.0,DOLPMT1er,dolmanp_r
60,30,1.0,DOLPMT1er,dolp_r
99,30,-1.0,DOLPMT1er,m4mpdol_r
100,30,1.0,DOLPMT1er,m5mpdol_r
2,31,1.0,DOLPMT3er,h_r
58,31,-1.0,DOLPMT3er,dolmanp_r
60,31,1.0,DOLPMT3er,dolp_r
101,31,-1.0,DOLPMT3er,m6mpdol_r
102,31,1.0,DOLPMT3er,m7mpdol_r
103,32,-1.0,M13N4Tg,n2m2masn_g
104,32,-1.0,M13N4Tg,uacgam_g
105,32,1.0,M13N4Tg,n3m2masn_g
106,32,1.0,M13N4Tg,h_g
107,32,1.0,M13N4Tg,udp_g
106,33,2.0,S26Tg,h_g
111,33,-1.0,S26Tg,l2fn2m2masn_g
112,33,-2.0,S26Tg,cmpacna_g
113,33,1.0,S26Tg,s2l2fn2m2masn_g
114,33,2.0,S26Tg,cmp_g
7,34,-1.0,ALDD19x,nad_c
8,34,2.0,ALDD19x,h_c
10,34,1.0,ALDD19x,nadh_c
13,34,-1.0,ALDD19x,h2o_c
115,34,-1.0,ALDD19x,pacald_c
116,34,1.0,ALDD19x,pac_c
8,35,2.0,ALDD19x_P_,h_c
11,35,-1.0,ALDD19x_P_,nadp_c
12,35,1.0,ALDD19x_P_,nadph_c
13,35,-1.0,ALDD19x_P_,h2o_c
115,35,-1.0,ALDD19x_P_,pacald_c
116,35,1.0,ALDD19x_P_,pac_c
7,36,-1.0,2HBO,nad_c
8,36,1.0,2HBO,h_c
10,36,1.0,2HBO,nadh_c
125,36,-1.0,2HBO,2hb_c
126,36,1.0,2HBO,2obut_c
35,37,-1.0,ACCOAL,coa_c
50,37,-1.0,ACCOAL,atp_c
52,37,1.0,ACCOAL,adp_c
53,37,1.0,ACCOAL,pi_c
127,37,-1.0,ACCOAL,ppa_c
128,37,1.0,ACCOAL,ppcoa_c
35,38,-1.0,ACS2,coa_c
50,38,-1.0,ACS2,atp_c
127,38,-1.0,ACS2,ppa_c
128,38,1.0,ACS2,ppcoa_c
135,38,1.0,ACS2,amp_c
136,38,1.0,ACS2,ppi_c
133,39,-1.0,PPCOAOm,ppcoa_m
137,39,-1.0,PPCOAOm,fad_m
138,39,1.0,PPCOAOm,prpncoa_m
139,39,1.0,PPCOAOm,fadh2_m
8,40,1.0,2HBt2,h_c
125,40,1.0,2HBt2,2hb_c
140,40,-1.0,2HBt2,2hb_e
141,40,-1.0,2HBt2,h_e
142,41,-1.0,4HPROLTASCT1,na1_e
144,41,1.0,4HPROLTASCT1,na1_c
145,41,-1.0,4HPROLTASCT1,4hpro_LT_c
146,41,-1.0,4HPROLTASCT1,ala_L_e
147,41,1.0,4HPROLTASCT1,ala_L_c
148,41,1.0,4HPROLTASCT1,4hpro_LT_e
8,42,1.0,ACACt2,h_c
141,42,-1.0,ACACt2,h_e
153,42,-1.0,ACACt2,acac_e
154,42,1.0,ACACt2,acac_c
8,43,1.0,ACt2r,h_c
141,43,-1.0,ACt2r,h_e
155,43,-1.0,ACt2r,ac_e
156,43,1.0,ACt2r,ac_c
157,44,-1.0,ADEt,ade_e
158,44,1.0,ADEt,ade_c
142,45,-1.0,ALAASNNaEx,na1_e
144,45,1.0,ALAASNNaEx,na1_c
146,45,-1.0,ALAASNNaEx,ala_L_e
147,45,1.0,ALAASNNaEx,ala_L_c
162,45,-1.0,ALAASNNaEx,asn_L_c
163,45,1.0,ALAASNNaEx,asn_L_e
142,46,-1.0,ALACYSNaEx,na1_e
144,46,1.0,ALACYSNaEx,na1_c
146,46,-1.0,ALACYSNaEx,ala_L_e
147,46,1.0,ALACYSNaEx,ala_L_c
164,46,-1.0,ALACYSNaEx,cys_L_c
165,46,1.0,ALACYSNaEx,cys_L_e
142,47,-1.0,ALAGLNNaEx,na1_e
144,47,1.0,ALAGLNNaEx,na1_c
146,47,-1.0,ALAGLNNaEx,ala_L_e
147,47,1.0,ALAGLNNaEx,ala_L_c
166,47,-1.0,ALAGLNNaEx,gln_L_c
167,47,1.0,ALAGLNNaEx,gln_L_e
142,48,-1.0,ALASERNaEx,na1_e
144,48,1.0,ALASERNaEx,na1_c
146,48,-1.0,ALASERNaEx,ala_L_e
147,48,1.0,ALASERNaEx,ala_L_c
168,48,-1.0,ALASERNaEx,ser_L_c
169,48,1.0,ALASERNaEx,ser_L_e
8,49,1.0,ALAt2r,h_c
141,49,-1.0,ALAt2r,h_e
146,49,-1.0,ALAt2r,ala_L_e
147,49,1.0,ALAt2r,ala_L_c
142,50,-1.0,ALAt4,na1_e
144,50,1.0,ALAt4,na1_c
146,50,-1.0,ALAt4,ala_L_e
147,50,1.0,ALAt4,ala_L_c
142,51,-1.0,ALATHRNaEx,na1_e
144,51,1.0,ALATHRNaEx,na1_c
146,51,-1.0,ALATHRNaEx,ala_L_e
147,51,1.0,ALATHRNaEx,ala_L_c
170,51,-1.0,ALATHRNaEx,thr_L_c
171,51,1.0,ALATHRNaEx,thr_L_e
172,52,-1.0,ARGt5r,arg_L_e
173,52,1.0,ARGt5r,arg_L_c
142,53,-1.0,ASCBt4,na1_e
144,53,1.0,ASCBt4,na1_c
174,53,-1.0,ASCBt4,ascb_L_e
175,53,1.0,ASCBt4,ascb_L_c
142,54,-2.0,ASCBt5,na1_e
144,54,2.0,ASCBt5,na1_c
174,54,-1.0,ASCBt5,ascb_L_e
175,54,1.0,ASCBt5,ascb_L_c
142,55,-1.0,ASNALANaEx,na1_e
144,55,1.0,ASNALANaEx,na1_c
146,55,1.0,ASNALANaEx,ala_L_e
147,55,-1.0,ASNALANaEx,ala_L_c
162,55,1.0,ASNALANaEx,asn_L_c
163,55,-1.0,ASNALANaEx,asn_L_e
142,56,-1.0,ASNCYSNaEx,na1_e
144,56,1.0,ASNCYSNaEx,na1_c
162,56,1.0,ASNCYSNaEx,asn_L_c
163,56,-1.0,ASNCYSNaEx,asn_L_e
164,56,-1.0,ASNCYSNaEx,cys_L_c
165,56,1.0,ASNCYSNaEx,cys_L_e
142,57,-1.0,ASNGLNNaEx,na1_e
144,57,1.0,ASNGLNNaEx,na1_c
162,57,1.0,ASNGLNNaEx,asn_L_c
163,57,-1.0,ASNGLNNaEx,asn_L_e
166,57,-1.0,ASNGLNNaEx,gln_L_c
167,57,1.0,ASNGLNNaEx,gln_L_e
142,58,-1.0,ASNSERNaEx,na1_e
144,58,1.0,ASNSERNaEx,na1_c
162,58,1.0,ASNSERNaEx,asn_L_c
163,58,-1.0,ASNSERNaEx,asn_L_e
168,58,-1.0,ASNSERNaEx,ser_L_c
169,58,1.0,ASNSERNaEx,ser_L_e
142,59,-1.0,ASNt4,na1_e
144,59,1.0,ASNt4,na1_c
162,59,1.0,ASNt4,asn_L_c
163,59,-1.0,ASNt4,asn_L_e
142,60,-1.0,ASNTHRNaEx,na1_e
144,60,1.0,ASNTHRNaEx,na1_c
162,60,1.0,ASNTHRNaEx,asn_L_c
163,60,-1.0,ASNTHRNaEx,asn_L_e
170,60,-1.0,ASNTHRNaEx,thr_L_c
171,60,1.0,ASNTHRNaEx,thr_L_e
8,61,1.0,ASPDt6,h_c
141,61,-1.0,ASPDt6,h_e
142,61,-3.0,ASPDt6,na1_e
144,61,3.0,ASPDt6,na1_c
177,61,-1.0,ASPDt6,k_c
178,61,-1.0,ASPDt6,asp_D_e
179,61,1.0,ASPDt6,k_e
180,61,1.0,ASPDt6,asp_D_c
6,62,-1.0,ASPPROASCT1,pro_L_c
142,62,-1.0,ASPPROASCT1,na1_e
144,62,1.0,ASPPROASCT1,na1_c
181,62,-1.0,ASPPROASCT1,asp_L_e
182,62,1.0,ASPPROASCT1,asp_L_c
183,62,1.0,ASPPROASCT1,pro_L_e
8,63,1.0,BILDGLCURte,h_c
13,63,-1.0,BILDGLCURte,h2o_c
50,63,-1.0,BILDGLCURte,atp_c
52,63,1.0,BILDGLCURte,adp_c
53,63,1.0,BILDGLCURte,pi_c
184,63,1.0,BILDGLCURte,bildglcur_e
185,63,-1.0,BILDGLCURte,bildglcur_c
8,64,1.0,BILGLCURte,h_c
13,64,-1.0,BILGLCURte,h2o_c
50,64,-1.0,BILGLCURte,atp_c
52,64,1.0,BILGLCURte,adp_c
53,64,1.0,BILGLCURte,pi_c
186,64,1.0,BILGLCURte,bilglcur_e
187,64,-1.0,BILGLCURte,bilglcur_c
142,65,-1.0,BTNt3,na1_e
144,65,1.0,BTNt3,na1_c
190,65,-1.0,BTNt3,btn_e
191,65,1.0,BTNt3,btn_c
8,66,1.0,BTNt3i,h_c
13,66,-1.0,BTNt3i,h2o_c
50,66,-1.0,BTNt3i,atp_c
52,66,1.0,BTNt3i,adp_c
53,66,1.0,BTNt3i,pi_c
142,66,-2.0,BTNt3i,na1_e
144,66,2.0,BTNt3i,na1_c
190,66,-1.0,BTNt3i,btn_e
191,66,1.0,BTNt3i,btn_c
8,67,1.0,BUTt2r,h_c
141,67,-1.0,BUTt2r,h_e
192,67,-1.0,BUTt2r,but_e
193,67,1.0,BUTt2r,but_c
141,68,1.0,CHOLESTle,h_e
196,68,-1.0,CHOLESTle,xolest2_cho_e
197,68,-1.0,CHOLESTle,h2o_e
198,68,1.0,CHOLESTle,chsterol_e
199,68,1.0,CHOLESTle,Rtotal_e
84,69,-2.0,CLFORtex,for_c
202,69,-1.0,CLFORtex,cl_e
203,69,1.0,CLFORtex,cl_c
204,69,2.0,CLFORtex,for_e
51,70,-2.0,CLHCOtex,hco3_c
143,70,2.0,CLHCOtex,hco3_e
202,70,-1.0,CLHCOtex,cl_e
203,70,1.0,CLHCOtex,cl_c
37,71,1.0,CO2t,co2_c
205,71,-1.0,CO2t,co2_e
206,72,-1.0,CRNt,crn_e
207,72,1.0,CRNt,crn_c
8,73,1.0,CRNtHa,h_c
141,73,-1.0,CRNtHa,h_e
206,73,1.0,CRNtHa,crn_e
207,73,-1.0,CRNtHa,crn_c
142,74,-1.0,CRNtuNa,na1_e
144,74,1.0,CRNtuNa,na1_c
206,74,-1.0,CRNtuNa,crn_e
207,74,1.0,CRNtuNa,crn_c
142,75,-1.0,CYSALANaEx,na1_e
144,75,1.0,CYSALANaEx,na1_c
146,75,1.0,CYSALANaEx,ala_L_e
147,75,-1.0,CYSALANaEx,ala_L_c
164,75,1.0,CYSALANaEx,cys_L_c
165,75,-1.0,CYSALANaEx,cys_L_e
142,76,-1.0,CYSASNNaEx,na1_e
144,76,1.0,CYSASNNaEx,na1_c
162,76,-1.0,CYSASNNaEx,asn_L_c
163,76,1.0,CYSASNNaEx,asn_L_e
164,76,1.0,CYSASNNaEx,cys_L_c
165,76,-1.0,CYSASNNaEx,cys_L_e
142,77,-1.0,CYSGLNNaEx,na1_e
144,77,1.0,CYSGLNNaEx,na1_c
164,77,1.0,CYSGLNNaEx,cys_L_c
165,77,-1.0,CYSGLNNaEx,cys_L_e
166,77,-1.0,CYSGLNNaEx,gln_L_c
167,77,1.0,CYSGLNNaEx,gln_L_e
142,78,-1.0,CYSSERNaEx,na1_e
144,78,1.0,CYSSERNaEx,na1_c
164,78,1.0,CYSSERNaEx,cys_L_c
165,78,-1.0,CYSSERNaEx,cys_L_e
168,78,-1.0,CYSSERNaEx,ser_L_c
169,78,1.0,CYSSERNaEx,ser_L_e
142,79,-1.0,CYSt4,na1_e
144,79,1.0,CYSt4,na1_c
164,79,1.0,CYSt4,cys_L_c
165,79,-1.0,CYSt4,cys_L_e
164,80,1.0,CYStec,cys_L_c
165,80,-1.0,CYStec,cys_L_e
121,81,-1.0,CYSTGLUex,glu_L_c
209,81,-1.0,CYSTGLUex,Lcystin_e
210,81,1.0,CYSTGLUex,glu_L_e
211,81,1.0,CYSTGLUex,Lcystin_c
142,82,-1.0,CYSTHRNaEx,na1_e
144,82,1.0,CYSTHRNaEx,na1_c
164,82,1.0,CYSTHRNaEx,cys_L_c
165,82,-1.0,CYSTHRNaEx,cys_L_e
170,82,-1.0,CYSTHRNaEx,thr_L_c
171,82,1.0,CYSTHRNaEx,thr_L_e
8,83,1.0,DALAt2r,h_c
141,83,-1.0,DALAt2r,h_e
215,83,-1.0,DALAt2r,ala_D_e
216,83,1.0,DALAt2r,ala_D_c
22,84,-1.0,FATP1t,hdca_c
142,84,1.0,FATP1t,na1_e
144,84,-1.0,FATP1t,na1_c
223,84,1.0,FATP1t,hdca_e
142,85,1.0,FATP2t,na1_e
144,85,-1.0,FATP2t,na1_c
224,85,-1.0,FATP2t,ocdcea_c
225,85,1.0,FATP2t,ocdcea_e
142,86,1.0,FATP3t,na1_e
144,86,-1.0,FATP3t,na1_c
226,86,-1.0,FATP3t,ocdca_c
227,86,1.0,FATP3t,ocdca_e
142,87,1.0,FATP6t,na1_e
144,87,-1.0,FATP6t,na1_c
232,87,-1.0,FATP6t,adrn_c
233,87,1.0,FATP6t,adrn_e
142,88,1.0,FATP7t,na1_e
144,88,-1.0,FATP7t,na1_c
234,88,-1.0,FATP7t,crvnc_c
235,88,1.0,FATP7t,crvnc_e
142,89,1.0,FATP8t,na1_e
144,89,-1.0,FATP8t,na1_c
236,89,-1.0,FATP8t,lgnc_c
237,89,1.0,FATP8t,lgnc_e
142,90,1.0,FATP9t,na1_e
144,90,-1.0,FATP9t,na1_c
238,90,-1.0,FATP9t,nrvnc_c
239,90,1.0,FATP9t,nrvnc_e
8,91,1.0,FE2DMT1,h_c
141,91,-1.0,FE2DMT1,h_e
240,91,-1.0,FE2DMT1,fe2_e
241,91,1.0,FE2DMT1,fe2_c
243,92,-1.0,GALt1r,gal_e
244,92,1.0,GALt1r,gal_c
247,93,-1.0,GLCt1r,glc_D_e
248,93,1.0,GLCt1r,glc_D_c
142,94,-1.0,GLCt4,na1_e
144,94,1.0,GLCt4,na1_c
247,94,-1.0,GLCt4,glc_D_e
248,94,1.0,GLCt4,glc_D_c
142,95,-1.0,GLNALANaEx,na1_e
144,95,1.0,GLNALANaEx,na1_c
146,95,1.0,GLNALANaEx,ala_L_e
147,95,-1.0,GLNALANaEx,ala_L_c
166,95,1.0,GLNALANaEx,gln_L_c
167,95,-1.0,GLNALANaEx,gln_L_e
142,96,-1.0,GLNASNNaEx,na1_e
144,96,1.0,GLNASNNaEx,na1_c
162,96,-1.0,GLNASNNaEx,asn_L_c
163,96,1.0,GLNASNNaEx,asn_L_e
166,96,1.0,GLNASNNaEx,gln_L_c
167,96,-1.0,GLNASNNaEx,gln_L_e
142,97,-1.0,GLNCYSNaEx,na1_e
144,97,1.0,GLNCYSNaEx,na1_c
164,97,-1.0,GLNCYSNaEx,cys_L_c
165,97,1.0,GLNCYSNaEx,cys_L_e
166,97,1.0,GLNCYSNaEx,gln_L_c
167,97,-1.0,GLNCYSNaEx,gln_L_e
142,98,-1.0,GLNSERNaEx,na1_e
144,98,1.0,GLNSERNaEx,na1_c
166,98,1.0,GLNSERNaEx,gln_L_c
167,98,-1.0,GLNSERNaEx,gln_L_e
168,98,-1.0,GLNSERNaEx,ser_L_c
169,98,1.0,GLNSERNaEx,ser_L_e
142,99,-1.0,GLNt4,na1_e
144,99,1.0,GLNt4,na1_c
166,99,1.0,GLNt4,gln_L_c
167,99,-1.0,GLNt4,gln_L_e
142,100,-1.0,GLNTHRNaEx,na1_e
144,100,1.0,GLNTHRNaEx,na1_c
166,100,1.0,GLNTHRNaEx,gln_L_c
167,100,-1.0,GLNTHRNaEx,gln_L_e
170,100,-1.0,GLNTHRNaEx,thr_L_c
171,100,1.0,GLNTHRNaEx,thr_L_e
6,101,-1.0,GLUPROASCT1,pro_L_c
121,101,1.0,GLUPROASCT1,glu_L_c
142,101,-1.0,GLUPROASCT1,na1_e
144,101,1.0,GLUPROASCT1,na1_c
183,101,1.0,GLUPROASCT1,pro_L_e
210,101,-1.0,GLUPROASCT1,glu_L_e
250,102,-1.0,GLYCt,glyc_c
251,102,1.0,GLYCt,glyc_e
8,103,1.0,GLYt2r,h_c
118,103,1.0,GLYt2r,gly_c
141,103,-1.0,GLYt2r,h_e
208,103,-1.0,GLYt2r,gly_e
118,104,1.0,GLYt4,gly_c
142,104,-1.0,GLYt4,na1_e
144,104,1.0,GLYt4,na1_c
208,104,-1.0,GLYt4,gly_e
13,105,1.0,H2Ot,h2o_c
197,105,-1.0,H2Ot,h2o_e
51,106,1.0,HCO3_NAt,hco3_c
142,106,-1.0,HCO3_NAt,na1_e
143,106,-1.0,HCO3_NAt,hco3_e
144,106,1.0,HCO3_NAt,na1_c
22,107,1.0,HDCAtr,hdca_c
223,107,-1.0,HDCAtr,hdca_e
254,108,-1.0,HDCEAtr,hdcea_e
255,108,1.0,HDCEAtr,hdcea_c
142,109,-1.0,HISt4,na1_e
144,109,1.0,HISt4,na1_c
256,109,-1.0,HISt4,his_L_e
257,109,1.0,HISt4,his_L_c
256,110,-1.0,HIStiDF,his_L_e
257,110,1.0,HIStiDF,his_L_c
142,111,-1.0,HOMt4,na1_e
144,111,1.0,HOMt4,na1_c
260,111,-1.0,HOMt4,hom_L_e
261,111,1.0,HOMt4,hom_L_c
262,112,-1.0,ILELAT1tc,leu_L_c
263,112,-1.0,ILELAT1tc,ile_L_e
264,112,1.0,ILELAT1tc,leu_L_e
265,112,1.0,ILELAT1tc,ile_L_c
142,113,-1.0,ILEt4,na1_e
144,113,1.0,ILEt4,na1_c
263,113,-1.0,ILEt4,ile_L_e
265,113,1.0,ILEt4,ile_L_c
263,114,-1.0,ILEtec,ile_L_e
265,114,1.0,ILEtec,ile_L_c
8,115,1.0,INSTt2r,h_c
141,115,-1.0,INSTt2r,h_e
268,115,-1.0,INSTt2r,inost_e
269,115,1.0,INSTt2r,inost_c
4,116,1.0,KCC2t,nh4_c
202,116,-1.0,KCC2t,cl_e
203,116,1.0,KCC2t,cl_c
270,116,-1.0,KCC2t,nh4_e
177,117,1.0,KCCt,k_c
179,117,-1.0,KCCt,k_e
202,117,-1.0,KCCt,cl_e
203,117,1.0,KCCt,cl_c
8,118,1.0,L_LACt2r,h_c
141,118,-1.0,L_LACt2r,h_e
271,118,-1.0,L_LACt2r,lac_L_e
272,118,1.0,L_LACt2r,lac_L_c
142,119,-1.0,LEUt4,na1_e
144,119,1.0,LEUt4,na1_c
262,119,1.0,LEUt4,leu_L_c
264,119,-1.0,LEUt4,leu_L_e
262,120,1.0,LEUtec,leu_L_c
264,120,-1.0,LEUtec,leu_L_e
276,121,-1.0,LYSt5r,lys_L_e
277,121,1.0,LYSt5r,lys_L_c
86,122,1.0,METt4,met_L_c
142,122,-1.0,METt4,na1_e
144,122,1.0,METt4,na1_c
279,122,-1.0,METt4,met_L_e
86,123,1.0,METtec,met_L_c
279,123,-1.0,METtec,met_L_e
8,124,-1.0,NAHCO3_HCLt2,h_c
51,124,2.0,NAHCO3_HCLt2,hco3_c
141,124,1.0,NAHCO3_HCLt2,h_e
142,124,-1.0,NAHCO3_HCLt2,na1_e
143,124,-2.0,NAHCO3_HCLt2,hco3_e
144,124,1.0,NAHCO3_HCLt2,na1_c
202,124,1.0,NAHCO3_HCLt2,cl_e
203,124,-1.0,NAHCO3_HCLt2,cl_c
8,125,1.0,NaKt,h_c
13,125,-1.0,NaKt,h2o_c
50,125,-1.0,NaKt,atp_c
52,125,1.0,NaKt,adp_c
53,125,1.0,NaKt,pi_c
142,125,3.0,NaKt,na1_e
144,125,-3.0,NaKt,na1_c
177,125,2.0,NaKt,k_c
179,125,-2.0,NaKt,k_e
8,126,1.0,NAt3_1,h_c
141,126,-1.0,NAt3_1,h_e
142,126,1.0,NAt3_1,na1_e
144,126,-1.0,NAt3_1,na1_c
4,127,1.0,NAt5,nh4_c
142,127,1.0,NAt5,na1_e
144,127,-1.0,NAt5,na1_c
270,127,-1.0,NAt5,nh4_e
4,128,1.0,NKCC2t,nh4_c
142,128,-1.0,NKCC2t,na1_e
144,128,1.0,NKCC2t,na1_c
202,128,-2.0,NKCC2t,cl_e
203,128,2.0,NKCC2t,cl_c
270,128,-1.0,NKCC2t,nh4_e
142,129,-1.0,NKCCt,na1_e
144,129,1.0,NKCCt,na1_c
177,129,1.0,NKCCt,k_c
179,129,-1.0,NKCCt,k_e
202,129,-2.0,NKCCt,cl_e
203,129,2.0,NKCCt,cl_c
282,130,-1.0,ORNt,orn_e
283,130,1.0,ORNt,orn_c
51,131,-2.0,OXAHCOtex,hco3_c
75,131,1.0,OXAHCOtex,oxa_c
143,131,2.0,OXAHCOtex,hco3_e
284,131,-1.0,OXAHCOtex,oxa_e
8,132,1.0,PEFLIP_cho,h_c
13,132,-1.0,PEFLIP_cho,h2o_c
50,132,-1.0,PEFLIP_cho,atp_c
52,132,1.0,PEFLIP_cho,adp_c
53,132,1.0,PEFLIP_cho,pi_c
285,132,-1.0,PEFLIP_cho,pe_cho_e
286,132,1.0,PEFLIP_cho,pe_cho_c
119,133,1.0,PHEt4,phe_L_c
142,133,-1.0,PHEt4,na1_e
144,133,1.0,PHEt4,na1_c
176,133,-1.0,PHEt4,phe_L_e
119,134,1.0,PHEtec,phe_L_c
176,134,-1.0,PHEtec,phe_L_e
53,135,1.0,PIt8,pi_c
142,135,-1.5,PIt8,na1_e
144,135,1.5,PIt8,na1_c
288,135,-1.0,PIt8,pi_e
53,136,1.0,PIt9,pi_c
142,136,-2.0,PIt9,na1_e
144,136,2.0,PIt9,na1_c
288,136,-1.0,PIt9,pi_e
142,137,-2.0,PNTOt1,na1_e
144,137,2.0,PNTOt1,na1_c
289,137,-1.0,PNTOt1,pnto_R_e
290,137,1.0,PNTOt1,pnto_R_c
8,138,1.0,PNTOt5,h_c
13,138,-1.0,PNTOt5,h2o_c
50,138,-1.0,PNTOt5,atp_c
52,138,1.0,PNTOt5,adp_c
53,138,1.0,PNTOt5,pi_c
142,138,-2.0,PNTOt5,na1_e
144,138,2.0,PNTOt5,na1_c
289,138,-1.0,PNTOt5,pnto_R_e
290,138,1.0,PNTOt5,pnto_R_c
8,139,1.0,PRODt2r,h_c
141,139,-1.0,PRODt2r,h_e
291,139,-1.0,PRODt2r,pro_D_e
292,139,1.0,PRODt2r,pro_D_c
51,140,-1.0,PROSTGE1t,hco3_c
143,140,1.0,PROSTGE1t,hco3_e
295,140,-1.0,PROSTGE1t,prostge1_e
296,140,1.0,PROSTGE1t,prostge1_c
51,141,-1.0,PROSTGE2t,hco3_c
143,141,1.0,PROSTGE2t,hco3_e
297,141,-1.0,PROSTGE2t,prostge2_e
298,141,1.0,PROSTGE2t,prostge2_c
6,142,1.0,PROt2r,pro_L_c
8,142,1.0,PROt2r,h_c
141,142,-1.0,PROt2r,h_e
183,142,-1.0,PROt2r,pro_L_e
6,143,1.0,PROt4,pro_L_c
142,143,-1.0,PROt4,na1_e
144,143,1.0,PROt4,na1_c
183,143,-1.0,PROt4,pro_L_e
8,144,1.0,PSFLIP_cho,h_c
13,144,-1.0,PSFLIP_cho,h2o_c
50,144,-1.0,PSFLIP_cho,atp_c
52,144,1.0,PSFLIP_cho,adp_c
53,144,1.0,PSFLIP_cho,pi_c
301,144,-1.0,PSFLIP_cho,ps_cho_e
302,144,1.0,PSFLIP_cho,ps_cho_c
8,145,1.0,PYRt2r,h_c
141,145,-1.0,PYRt2r,h_e
303,145,-1.0,PYRt2r,pyr_e
304,145,1.0,PYRt2r,pyr_c
164,146,1.0,r1635,cys_L_c
165,146,-1.0,r1635,cys_L_e
262,146,-1.0,r1635,leu_L_c
264,146,1.0,r1635,leu_L_e
6,147,-1.0,r1636,pro_L_c
164,147,1.0,r1636,cys_L_c
165,147,-1.0,r1636,cys_L_e
183,147,1.0,r1636,pro_L_e
162,148,-1.0,r1637,asn_L_c
163,148,1.0,r1637,asn_L_e
164,148,1.0,r1637,cys_L_c
165,148,-1.0,r1637,cys_L_e
164,149,1.0,r1638,cys_L_c
165,149,-1.0,r1638,cys_L_e
305,149,-1.0,r1638,val_L_c
306,149,1.0,r1638,val_L_e
164,150,1.0,r1639,cys_L_c
165,150,-1.0,r1639,cys_L_e
170,150,-1.0,r1639,thr_L_c
171,150,1.0,r1639,thr_L_e
164,151,1.0,r1640,cys_L_c
165,151,-1.0,r1640,cys_L_e
260,151,1.0,r1640,hom_L_e
261,151,-1.0,r1640,hom_L_c
164,152,1.0,r1641,cys_L_c
165,152,-1.0,r1641,cys_L_e
263,152,1.0,r1641,ile_L_e
265,152,-1.0,r1641,ile_L_c
6,153,-1.0,r1642,pro_L_c
183,153,1.0,r1642,pro_L_e
262,153,1.0,r1642,leu_L_c
264,153,-1.0,r1642,leu_L_e
162,154,-1.0,r1643,asn_L_c
163,154,1.0,r1643,asn_L_e
262,154,1.0,r1643,leu_L_c
264,154,-1.0,r1643,leu_L_e
170,155,-1.0,r1645,thr_L_c
171,155,1.0,r1645,thr_L_e
262,155,1.0,r1645,leu_L_c
264,155,-1.0,r1645,leu_L_e
260,156,1.0,r1646,hom_L_e
261,156,-1.0,r1646,hom_L_c
262,156,1.0,r1646,leu_L_c
264,156,-1.0,r1646,leu_L_e
6,157,1.0,r1648,pro_L_c
162,157,-1.0,r1648,asn_L_c
163,157,1.0,r1648,asn_L_e
183,157,-1.0,r1648,pro_L_e
6,158,1.0,r1649,pro_L_c
183,158,-1.0,r1649,pro_L_e
305,158,-1.0,r1649,val_L_c
306,158,1.0,r1649,val_L_e
6,159,1.0,r1650,pro_L_c
170,159,-1.0,r1650,thr_L_c
171,159,1.0,r1650,thr_L_e
183,159,-1.0,r1650,pro_L_e
6,160,1.0,r1651,pro_L_c
183,160,-1.0,r1651,pro_L_e
260,160,1.0,r1651,hom_L_e
261,160,-1.0,r1651,hom_L_c
6,161,1.0,r1652,pro_L_c
183,161,-1.0,r1652,pro_L_e
263,161,1.0,r1652,ile_L_e
265,161,-1.0,r1652,ile_L_c
162,162,1.0,r1653,asn_L_c
163,162,-1.0,r1653,asn_L_e
305,162,-1.0,r1653,val_L_c
306,162,1.0,r1653,val_L_e
162,163,1.0,r1654,asn_L_c
163,163,-1.0,r1654,asn_L_e
170,163,-1.0,r1654,thr_L_c
171,163,1.0,r1654,thr_L_e
162,164,1.0,r1655,asn_L_c
163,164,-1.0,r1655,asn_L_e
260,164,1.0,r1655,hom_L_e
